title,description,street,city,state,zip,country,lat,lng,phone,fax,email,,,
Classic HVAC Systems Inc.,C264,645 Garyray Drive,North York,ON,M9L 1P9,Canada,43.7655667,-79.5532316,343-112-1696,(416) 740-2039,demo@wpmaps.com,,,
Cozy Comfort Plus Inc.,C167,Unit 48 - 1170 Sheppard Ave. West,North York,ON,M3K 2A3,Canada,43.7551838,-79.4712919,343-112-1697,(416) 780-9761,demo@wpmaps.com,,,
Dellwood Heating & Air Cond,D205,39 Clarinda Drive,North York,ON,M2K 2W4,Canada,43.7748476,-79.3700949,343-112-1698,(416) 225-4490,demo@wpmaps.com,,,
Dolvin Mechanical Contr.,D011,52 High Meadow Place,North York,ON,M9L 2Z5,Canada,43.7538641,-79.5397703,343-112-1699,(416) 653-9798,demo@wpmaps.com,,,
Dynamic Air Control,D387,9 Farina Mill Way,North York,ON,M2L 1S2,Canada,43.7508381,-79.3817247,343-112-1700,,demo@wpmaps.com,,,
Express Air Systems,E167,59 Wegmore Drive,North York,ON,M4A 2E6,Canada,43.7310885,-79.3129204,343-112-1701,,demo@wpmaps.com,,,
Farland Heating & Cooling Inc.,F099,1046 Lillian St.,North York,ON,M2M 3G4,Canada,43.7966743,-79.4107456,343-112-1702,(647) 728-1565,demo@wpmaps.com,,,
Firenza Plumbing & Heating Inc.,D068,1 Torbarrie Road,North York,ON,M3L 1G5,Canada,43.7195953,-79.5196038,343-112-1703,(416) 247-4575,demo@wpmaps.com,,,
G T Air Control,G155,6502 Yonge Street  - P.O. Box 37053,North York,ON,M2M 4J8,Canada,43.7963283,-79.4196181,343-112-1704,,demo@wpmaps.com,,,
Graywood Electric,G164,619 Glencairn Ave,North York,ON,M6B 1Z6,Canada,43.7109115,-79.4337529,343-112-1705,,demo@wpmaps.com,,,
Green Air Mechanical Inc.,G136,Unit 18 -175 Toryork Drive,North York,ON,M9L 2Y7,Canada,43.8210825,-79.4838941,343-112-1706,(905) 605-1625,demo@wpmaps.com,,,
GTA Heating and Air,G208,18 Calderon Cr.,North York,ON,M2R 2E5,Canada,43.7792643,-79.43454,343-112-1707,,demo@wpmaps.com,,,
Heat Cycle Mechanical Ltd.,H087,226 Patricia Ave.,North York,ON,M2M 1J5,Canada,43.7878181,-79.429928,343-112-1708,(866) 517-8114,demo@wpmaps.com,,,
Hendry Heating Limited,H018,81 Penn Drive,North York,ON,M9L 2A6,Canada,43.7536588,-79.5587415,343-112-1709,(416) 742-1647,demo@wpmaps.com,,,
Homestar Heating & Air Conditioning Inc.,H076,606 Gordon Baker Road,North York,ON,M2H 3B4,Canada,43.8098919,-79.3447426,343-112-1710,(416) 291-3023,demo@wpmaps.com,,,
Indoor Clean Air Services (2177059 Ont Inc),I082,Unit 304 - 3701 Chesswood Drive,North York,ON,M3J 2P6,Canada,43.7560444,-79.4739679,343-112-1711,,demo@wpmaps.com,,,
James Kim's Heating & A/C Co.,J052,179 Finch Ave. West,North York,ON,M2R 1M2,Canada,43.7761121,-79.4308953,343-112-1712,(416) 256-7767,demo@wpmaps.com,,,
Lee Heating & Cooling,L075,511 - 255 Duncan Mill Road,North York,ON,M3B 3H9,Canada,43.8036515,-79.3393935,343-112-1713,,demo@wpmaps.com,,,
LOJ Mechanical Systems Ltd.,L043,Unit 5 - 3625 Weston Road,North York,ON,L9N 1V9,Canada,43.758807,-79.5425181,343-112-1714,(905) 856-2578,demo@wpmaps.com,,,
Lutech Gas Services Co. Ltd.,L090,116 - 5 Parkway Forest Dr,North York,ON,M2J 1L2,Canada,43.7746441,-79.3431834,343-112-1715,,demo@wpmaps.com,,,
Ontario Consumers Home Services,O065,Suite 1501 - 2225 Sheppard Ave,North York,ON,M2S 5B8,Canada,43.774047,-79.3278725,343-112-1716,(416) 222-0997,demo@wpmaps.com,,,
Phoenix Heating & Air Ltd,P190,Unit 214 - 70 Clipper road,North York,ON,M2J 4E3,Canada,43.7878908,-79.3320208,343-112-1717,,demo@wpmaps.com,,,
Premier Climate Services,P192,116 Falstaff Avenue,North York,ON,M6L 2E4,Canada,43.7176485,-79.4983114,343-112-1718,,demo@wpmaps.com,,,
Prestige Heating & Cooling,P185,8 Hackett Ave,North York,ON,M3J 0C5,Canada,43.7682192,-79.4984798,343-112-1719,,demo@wpmaps.com,,,
Priory Heating and Air Conditioning Ltd.,P082,Unit 6 - 135 Ormont Drive,North York,ON,M9L 1N6,Canada,43.7651596,-79.5391808,343-112-1720,(416) 740-3029,demo@wpmaps.com,,,
SONGS HVAC,S385,Unit 502 - 131 Beecrof Road,North York,ON,M2N 6G9,Canada,43.7643198,-79.413684,343-112-1721,,demo@wpmaps.com,,,
Star Heating services LTd,S386,471 Wilson ave unit 3,North York,ON,M3H 1T9,Canada,43.735251,-79.4430901,343-112-1722,,demo@wpmaps.com,,,
Toronto General Contractors Inc,T270,260 Seneca Hill Drive- unit 1214,North York,ON,M2J 4S6,Canada,43.7901406,-79.3573361,343-112-1723,,demo@wpmaps.com,,,
Ultimate Mechanical Services Inc,U070,506 Ellerslie Avenue,North York,ON,M2R 1C4,Canada,43.7657896,-79.4401932,343-112-1724,,demo@wpmaps.com,,,
Uniti Air Heating & Cooling,U034,14 Apache Trail,North York,ON,M2H 2H8,Canada,43.7937572,-79.3350479,343-112-1725,(888) 435-8974,demo@wpmaps.com,,,
University Plbg. & Htg. Ltd.,U011,3655 Keele St.,North York,ON,M3J 1M8,Canada,43.7530901,-79.4872695,343-112-1726,(416) 635-9274,demo@wpmaps.com,,,
Yang Group Enterprse Corporation,Y030,Unit 18-180 - 3555Donmills Road,North York,ON,M2H 3N3,Canada,43.7942953,-79.3539481,343-112-1727,,demo@wpmaps.com,,,
Eco Comfort Systems Inc.,E173,Unit 202 - 18 Graydon Hall Drive,North York ,ON,M3A 0A4,Canada,43.7627142,-79.3464237,343-112-1728,647-345-3663,demo@wpmaps.com,,,
Persa Control Solution Inc.,P178,30 Ancona St,North York ,ON,M2R 2H2,Canada,43.776814,-79.4401163,343-112-1729,,demo@wpmaps.com,,,
Sano Heating Ltd,S366,707 - 6000 Yonge St,North York ,ON,M2M 3W1,Canada,43.7877792,-79.4186401,343-112-1730,,demo@wpmaps.com,,,
New Wind Construction,N117,20008  -  12th Line,Norwood,ON,K0L 2V0,Canada,44.3862763,-77.925183,343-112-1731,,demo@wpmaps.com,,,
1786877 Ont Inc.,E163,1373 Harmsworth Sq,Oakville,ON,L6H 3E7,Canada,43.4868343,-79.6870472,343-112-1732,,demo@wpmaps.com,,,
About Comfort Air Inc.,A290B,1469 Pine Glen Road,Oakville,ON,L6M 4P4,Canada,43.4501147,-79.7559564,343-112-1733,(905) 842-2319,demo@wpmaps.com,,,
"AC Mechanical  Facility Services Ltd.,",A075,Unit 17 - 2857 Sherwood Heights Drive,Oakville,ON,L6J 7J9,Canada,43.5050637,-79.6674228,343-112-1734,(905) 829-1706,demo@wpmaps.com,,,
ACT Mech. Inc.,A172,1296 Sir David Drive,Oakville,ON,L6J 6V9,Canada,43.5023245,-79.6585566,343-112-1735,,demo@wpmaps.com,,,
Appleby Systems,A025,2086 Speers Road,Oakville,ON,L6L 2X8,Canada,43.4160346,-79.719415,343-112-1736,(905) 825-2094,demo@wpmaps.com,,,
Atlas Service Company Inc.,A060,2520 Bristol Circle,Oakville,ON,L6H 5S1,Canada,43.5185503,-79.6823938,343-112-1737,(905) 829-2025,demo@wpmaps.com,,,
B3 Heating & Air -Condition Inc.,B248,Unit 11 - 760 Pacific Road,Oakville,ON,L6L 6M5,Canada,43.4115455,-79.7337192,343-112-1738,(905) 827-9048,demo@wpmaps.com,,,
Bogar Patterson,B120,Unit 25 - 775 Pacific Road,Oakville,ON,L6L 6M4,Canada,43.4133008,-79.7331084,343-112-1739,(905) 847-9769,demo@wpmaps.com,,,
Bosco Home Services,B229,2520 Bristol Circle,Oakville,ON,L6H 5S1,Canada,43.5185503,-79.6823938,343-112-1740,(905) 840-5655,demo@wpmaps.com,,,
Branon Mechanical Contracting Inc,B251,3441 Skipton Lane,Oakville,ON,L6M 0K1,Canada,43.4263222,-79.7808595,343-112-1741,(905) 582-5167,demo@wpmaps.com,,,
BSG Mechanical Services Inc.,B183-A,Unit 44 -1200 Speers Road,Oakville,ON,L6K 2X4 ,Canada,43.4274228,-79.7087503,343-112-1742,(905) 829-5996,demo@wpmaps.com,,,
Fionn Construction,F106,1357 Odessa Cres,Oakville,ON,L6H 1R9,Canada,43.4568102,-79.7098379,343-112-1743,,demo@wpmaps.com,,,
Ice Air,I089,2356 Caloway Drive,Oakville,ON,L6M 0B9,Canada,43.4347514,-79.766557,343-112-1744,,demo@wpmaps.com,,,
"Johnson Controls, Inc.",Y001,2323 Winston Park Drive,Oakville,ON,L6H 6R7,Canada,43.5135449,-79.6786448,343-112-1745,(905) 829-5370,demo@wpmaps.com,,,
K. McMillian Htg. & A/C,K025,1140 Goodson Cr.,Oakville,ON,L6H 4A4,Canada,43.4851858,-79.6974555,343-112-1746,(905) 849-1947,demo@wpmaps.com,,,
Messenger Mechanical Services Inc.,A126,1420 Cornwall Road,Oakville,ON,L6J 7W5,Canada,43.4760082,-79.660999,343-112-1747,(905) 844-9722,demo@wpmaps.com,,,
Naylor Building Partnerships Inc.,N012A,455 North Service Rd. E,Oakville,ON,L6H 1A5,Canada,43.4655983,-79.6807704,343-112-1748,(905) 338-1909,demo@wpmaps.com,,,
NRG Transfer Systems Inc.,N131,2004 Banbury Crescent,Oakville,ON,L6H 5P9,Canada,43.4728256,-79.7056523,343-112-1749,,demo@wpmaps.com,,,
Tanglewood Energy Systems,T200,2450 Rebecca Street,Oakville,ON,L6L 2B2,Canada,43.3985317,-79.7189829,343-112-1750,,demo@wpmaps.com,,,
Techno Temp Heating & Air-Conditioning o/a Heating and cooling,T185,Unit 4 - 447 Spears Road,Oakville,ON,L6K 3S7,Canada,43.4386731,-79.6976527,343-112-1751,(289) 837-2229,demo@wpmaps.com,,,
Weathermakers,W086,2166 Shady Glen Road,Oakville,ON,L6M 3N7,Canada,43.4352517,-79.7524624,343-112-1752,,demo@wpmaps.com,,,
DeGroot Refrigeration,G176,523 Hwy 7,Oakwood,ON,K0M 2M0,Canada,44.3229902,-78.9252837,343-112-1753,(705) 953-9711,demo@wpmaps.com,,,
Silver Star Homes Ltd.,S402,116 Saul Street,Odessa,ON,K0H 2H0,Canada,44.2744415,-76.7260962,343-112-1754,,demo@wpmaps.com,,,
Bryan's Fuels,B142,400 Richardson Road,Orangeville,ON,L9W 4W8,Canada,43.9011398,-80.1111458,343-112-1755,(519) 941-8462,demo@wpmaps.com,,,
Don's Heating and Cooling,D046,#13 - 48 Centennial Road,Orangeville,ON,L9W 3T4,Canada,43.907776,-80.11051,343-112-1756,(519) 942-4175,demo@wpmaps.com,,,
Elite Homes & Property Management,E125,3 Little York Street,Orangeville,ON,L9W 1L8,Canada,43.9180069,-80.0959618,343-112-1757,,demo@wpmaps.com,,,
Four Season Comfort Heating & Cooling,F104,38 Woodland Drive,Orangeville,ON,L9W 2Y9,Canada,43.894471,-80.127609,343-112-1758,,demo@wpmaps.com,,,
J.D. Arseneau Mechanical,J108,27 Abbey Road,Orangeville,ON,L9W 5B1,Canada,43.9024074,-80.124648,343-112-1759,,demo@wpmaps.com,,,
Jane & Peter Hickey,J048,RR1 - 308061 Hockley Rd.,Orangeville,ON,L9W 2Y8,Canada,43.9927562,-80.0233584,343-112-1760,,demo@wpmaps.com,,,
Near North Mechanical,N132,67 Morgandale Cres,Orangeville,ON,L9W 3C6,Canada,43.9051429,-80.1085498,343-112-1761,,demo@wpmaps.com,,,
Professional Refrigeration Ont. HVAC Services,P119,163 Edelwild Drive,Orangeville,ON,L9W 3J2,Canada,43.902609,-80.1040557,343-112-1762,,demo@wpmaps.com,,,
Thermotech Air Services Ltd.,T026,11 Maple Crescent,Orangeville,ON,L9W 1X6,Canada,43.9112067,-80.1010014,343-112-1763,,demo@wpmaps.com,,,
Crozier Enviromental INC,C184A,5770 Gamsby Rd,Orono,ON,L0B 1M0,Canada,43.9905587,-78.6018968,343-112-1764,905-983-5976,demo@wpmaps.com,,,
R.A.C.E. Mechanical Systems Inc.,R101,Unit 1 - 9 Cobbledick Street,Orono,ON,L0B 1M0,Canada,43.97353,-78.6119385,343-112-1765,(905) 983-9050,demo@wpmaps.com,,,
R.T. Heating & Airconditioning,R157,4259 Squair Road,Orono,ON,L0B 1M0,Canada,43.9552978,-78.6184289,343-112-1766,(905) 983-8200,demo@wpmaps.com,,,
1094570 Ontario Ltd.,M126,869 Nelson Street,Oshawa,ON,L1H 5N7,Canada,43.8786151,-78.8372243,343-112-1767,(905) 579-5732,demo@wpmaps.com,,,
1978206 Ontario Ltd,M328,323 Conlin Road W,Oshawa,ON,L1H 7K4,Canada,43.9453823,-78.9074955,343-112-1768,,demo@wpmaps.com,,,
Aerial HVAC-R Inc.,A474,281 Cedar Valley Blvd,Oshawa,ON,L1G 3W4,Canada,43.9321872,-78.8899472,343-112-1769,,demo@wpmaps.com,,,
Chayell Hotels Ltd. ,C371,67 Simcoe St North.,Oshawa,ON,L7G 4S3,Canada,43.8995506,-78.864101,343-112-1770,(613) 349-0673,demo@wpmaps.com,,,
Comfort Masters Ltd,S315,C16 - 1472 Thornton Drive North ,Oshawa,ON,L1H 7K4,Canada,43.9293589,-78.9094741,343-112-1771,(905) 642-8215,demo@wpmaps.com,,,
Comfort Zone Mechanical,C165,116 Iroquois Ave,Oshawa,ON,L1G 3X3,Canada,43.9337602,-78.8840633,343-112-1772,(905) 571-5853,demo@wpmaps.com,,,
Dalray Contracting Inc.,D352,Unit 283 - 27  -  1300 King Street E,Oshawa,ON,L1H 8J4,Canada,43.9072804,-78.8153399,343-112-1773,(905) 623-5341,demo@wpmaps.com,,,
Hawkridge HVAC,H180,758 Ritson Road South,Oshawa,ON,L1H 5L1,Canada,43.8798928,-78.8451041,343-112-1774,,demo@wpmaps.com,,,
J. Carlson Mehanical Ltd.,J078,1002 Ronlea Ave.,Oshawa,ON,L1H 2X6,Canada,43.8962287,-78.8228727,343-112-1775,(905) 725-3744,demo@wpmaps.com,,,
Jeff Salazar,J092,424 Nipigon Street,Oshawa,ON,L1T 4P4,Canada,43.9057891,-78.8812775,343-112-1776,,demo@wpmaps.com,,,
Joe's Heating,J026,Unit 8 - 717 Wilson Road South,Oshawa,ON,L1H 6E9,Canada,43.8817477,-78.8337519,343-112-1777,(905) 434-3676,demo@wpmaps.com,,,
Marrch Mechanical Service,M276,50 Hurd Str,Oshawa,ON,L1H 7K4,Canada,44.0202015,-78.9278297,343-112-1778,(905) 655-8145,demo@wpmaps.com,,,
MD Mechanical,M266,744 Westdale Street,Oshawa,ON,L1J 1B7,Canada,43.9142422,-78.885014,343-112-1779,,demo@wpmaps.com,,,
PK Welding & Fabricators Inc.,P080,747 Bloor St. West,Oshawa,ON,L1J 5Y5,Canada,43.8735754,-78.8828076,343-112-1780,(905) 571-3483,demo@wpmaps.com,,,
Prairie Plbg. & Htg.,P013,299 Bloor Street West,Oshawa,ON,L1J 1R1,Canada,43.8775752,-78.8666176,343-112-1781,(905) 434-4426,demo@wpmaps.com,,,
Pristine Heating and Cooling,P133,626 Dorchester Drive,Oshawa,ON,L1J 6L5,Canada,43.8783845,-78.8735387,343-112-1782,,demo@wpmaps.com,,,
Pure Heating and Cooling,P174,74 Cromwell Ave,Oshawa,ON ,L1J 4T6,Canada,43.8928285,-78.8749981,343-112-1783,,demo@wpmaps.com,,,
"Shrigley, Garcia and Associates",S303,2351 Pilgrim Square,Oshawa,ON,L1L 0C2,Canada,43.9555668,-78.8965763,343-112-1784,,demo@wpmaps.com,,,
South Service Heating & Air Conditioning Inc.,S290,59 Brock Street East,Oshawa,ON,L1G 1R8,Canada,43.9021015,-78.8632293,343-112-1785,,demo@wpmaps.com,,,
Tracey Mechanical,T256,1200 Mohawk St,Oshawa,ON,L1G 7B8,Canada,43.9273454,-78.8849256,343-112-1786,,demo@wpmaps.com,,,
W.A.T.T. Mechanical,W085,Unit 35 - 1333 Boundary Road,Oshawa,ON,L1J 6Z7,Canada,43.8559037,-78.8813438,343-112-1787,(905) 579-2455,demo@wpmaps.com,,,
Walker Design Works,W091,214 Winona Ave,Oshawa,ON,L1G 3H5,Canada,43.9187061,-78.8813634,343-112-1788,,demo@wpmaps.com,,,
Air Comfort Service & Solution,A455,1092 Eagle Ridge Drive,Oshawa ,ON,L1K 0L7,Canada,43.9516086,-78.8645168,343-112-1789,,demo@wpmaps.com,,,
Enviroaire Mechanical and Electrical,E172,755 Thorton Road South,Oshawa ,ON,L1J 8M6,Canada,43.8731103,-78.885048,343-112-1790,905-438-0990,demo@wpmaps.com,,,
Cook's Plumbing & Heating,C179,1603 2nd Ave. East,Owen Sound,ON,N4K 2J6,Canada,44.5760875,-80.9374703,343-112-1791,(519) 376-0993,demo@wpmaps.com,,,
Grass Roots Solar,G173,"828, 3rd Avenue East",Owen Sound,ON,N4K 2K5,Canada,44.5647206,-80.9409722,343-112-1792,(519) 416-5748,demo@wpmaps.com,,,
Ken Philp Plumbing & Heating Ltd,K041,128 Jason Street,Owen Sound,ON,N4K 5W9,Canada,44.5644005,-80.9889204,343-112-1793,(519) 372-0689,demo@wpmaps.com,,,
Aqua Rite Water Systems Inc,A520,1021 Concession Road 3,Palgrave,ON,L0N 1P0,Canada,43.9601603,-79.9191944,343-112-1794,,demo@wpmaps.com,,,
Local Mechanical,L086,1466 Concession Road 7,Palgrave,ON,L0N 1P0,Canada,43.9957991,-79.8600925,343-112-1795,,demo@wpmaps.com,,,
Astr Inc.,A407,4 Freeman Street,Paris,ON,N3L 0A8,Canada,43.1837647,-80.3951126,343-112-1796,,demo@wpmaps.com,,,
Radcliffe Services Inc.,R115,RR1 - 464 Golf Road,Paris,ON,N3L 3E1,Canada,43.1940203,-80.3844996,343-112-1797,(519) 759-3365,demo@wpmaps.com,,,
Riverside Heating & Air Conditioning Inc.,R252,6 Ann Street,Paris,ON,N2L 1A2,Canada,43.1835956,-80.3753689,343-112-1798, 519-755-5572,demo@wpmaps.com,,,
KJ Mechanical,K064,29 Halmar Park Road,Pefferlaw,ON,L0E 1NO,Canada,44.3237072,-79.2123566,343-112-1799,,demo@wpmaps.com,,,
Precision HVAC & Hydronics,P193,162 Pefferlaw Road,Pefferlaw,ON,L0E 1N0,Canada,44.312908,-79.1924716,343-112-1800,,demo@wpmaps.com,,,
B.I.C. Mechanical Ltd,B179,6 Gidley Court,Penetanguishene,ON,L9M 0A7,Canada,44.7657517,-79.9328499,343-112-1801,(800) 994-6051,demo@wpmaps.com,,,
Adamson and Dobbin Limited,A094,407 Pido Road,Peterborough,ON,K9J 6X7,Canada,44.2767144,-78.2937524,343-112-1802,(705) 742-4524,demo@wpmaps.com,,,
Carmichael Engineering Ltd.,C034P,2015 Fisher Drive,Peterborough,ON,K9J 6X6,Canada,44.2625076,-78.3523102,343-112-1803,(705) 745-0138,demo@wpmaps.com,,,
Dr Comfort Heating & A/C,D200,899  -  209 Clonsilla Avenue,Peterborough,ON,K9J 7G6,Canada,44.2867368,-78.3492873,343-112-1804,,demo@wpmaps.com,,,
Gas Co.,G214,2538 Marsdale Drive,Peterborough,ON,K9L 1R4,Canada,44.2982988,-78.2951235,343-112-1805,,demo@wpmaps.com,,,
Gertley Mechanical Inc,G230,1- 705 Rye Street,Peterborough,ON,K9J 6X1,Canada,44.2787677,-78.3352876,343-112-1806,705-874-3758,demo@wpmaps.com,,,
Goodfellow & Dougherty Limited,G028,618 Neal Dr. - PO Box 777,Peterborough,ON,K9J 7A2,Canada,44.2766285,-78.3009095,343-112-1807,(705) 742-1773,demo@wpmaps.com,,,
Hastings Burner Service,H190,1911 Cruftdale Cres,Peterborough,ON,K7K 1K7,Canada,44.2779773,-78.3707789,343-112-1808,,demo@wpmaps.com,,,
Kawartha Pine Ridge District School Board,K056,1994 Fisher Drive,Peterborough,ON,K9J 6X6,Canada,44.2601272,-78.351381,343-112-1809,(705) 760-8700,demo@wpmaps.com,,,
Peterborough Refrigeration Heating & Air Conditioning,P125,Unit 3 - 655 The Queensway,Peterborough,ON,K9J 7M1,Canada,44.2768904,-78.3359501,343-112-1810,(705) 743-1133,demo@wpmaps.com,,,
Summit Mech. (946766 Ont. Ltd.),S045,749 The Kings Way,Peterborough,ON,K9J 6W7,Canada,44.279353,-78.337042,343-112-1811,(705) 743-7606,demo@wpmaps.com,,,
Superior Climate Solutions Inc.,S301,705 Rye Street,Peterborough,ON,K9J 6X1,Canada,44.2776035,-78.348176,343-112-1812,(705) 874-3758,demo@wpmaps.com,,,
Trent University,T241,1600 West Bank Drive,Peterborough,ON,K9L 0G2,Canada,44.3574563,-78.2896482,343-112-1813,705-748-1488,demo@wpmaps.com,,,
Victory Garden Supply Ltd,V054,264 Reid Street,Peterborough,ON,K9J 3R7,Canada,44.3011694,-78.3272736,343-112-1814,,demo@wpmaps.com,,,
"Wayne Lucas Burner Service Ltd.,",W084,Unit B - 727 The Kingsway,Peterborough,ON,K9J 6W7,Canada,44.2785852,-78.3385733,343-112-1815,(705) 742-1567,demo@wpmaps.com,,,
1816412 Ontario Inc.,A266,905 Dillingham Road,Pickering,ON,L1W 3X1,Canada,43.8272636,-79.0677716,343-112-1816,(905) 619-3133,demo@wpmaps.com,,,
Advantage Air-Tech,A029,Unit 135 - 1895 Clements Road,Pickering,ON,L1W 3V5,Canada,43.825837,-79.0543589,343-112-1817,(905) 683-0817,demo@wpmaps.com,,,
Advantage Airtech Residential Inc.,A029-A,Unit 136 - 1895 Clements Road,Pickering,ON,L1W 3V5,Canada,43.825837,-79.0543589,343-112-1818,(905) 683-0817,demo@wpmaps.com,,,
Air Comfort Heating & Cooling,A322,613 Flavelle Crt,Pickering,ON,L1V 3W6,Canada,43.8268428,-79.1207403,343-112-1819,,demo@wpmaps.com,,,
Black & McDonald Ltd.,B007,915 Sandy Beach Road,Pickering,ON,L1W 1Z5,Canada,43.8267506,-79.0753704,343-112-1820,(905) 837-6599,demo@wpmaps.com,,,
Bright Dawn Heating A/C,B261,1936 Pine Grove Ave,Pickering,ON,L1V 1E6,Canada,43.8259908,-79.1453505,343-112-1821,,demo@wpmaps.com,,,
Brown's Home Heating and A/C,B205,Unit 17 - 1035 Toy Ave,Pickering,ON,L1W 3N9,Canada,43.8358559,-79.0665358,343-112-1822,,demo@wpmaps.com,,,
Button's Htg. & A/C,B132,Unit 170 - 1895 Clements Road,Pickering,ON,L1W 3V5,Canada,43.825837,-79.0543589,343-112-1823,(416) 297-6977,demo@wpmaps.com,,,
Certified Htg. & Air Cond. (K&M),C080,Unit 8- 1734 Orange Brook Court,Pickering,ON,L1N 3G8,Canada,43.8316991,-79.0647704,343-112-1824,(905) 683-3377,demo@wpmaps.com,,,
City Core Mechanical,C026,Unit 1 - 1915 Clements Raod,Pickering,ON,L1W 3V1,Canada,43.8269332,-79.052955,343-112-1825,(905) 420-5040,demo@wpmaps.com,,,
Climate Experts Heating & Cooling Inc,C298,13 - 905 Dillingham Road,Pickering,ON,L1W 3X1,Canada,43.8272148,-79.0677827,343-112-1826,,demo@wpmaps.com,,,
Comfortwave Heating and Cooling Ltd,C222,Unit 271 - 1885 Clements Road,Pickering,ON,L1W 3V4,Canada,43.8249662,-79.0548394,343-112-1827,(905) 619-5298,demo@wpmaps.com,,,
Data Centre Technologies Corp,D054,Unit 5A 1064 Salk Road,Pickering,ON,L1W 4B5,Canada,43.8364975,-79.0716553,343-112-1828,(905) 839-9948,demo@wpmaps.com,,,
Eastern Heating & Cooling ,E188,978 Rambleberry Avenue,Pickering,ON,L1V 5Y4,Canada,43.8286146,-79.1034476,343-112-1829,,demo@wpmaps.com,,,
Eco-Dude Energy Consulting,E142,670 Highview Road,Pickering,ON,L1V 4W1,Canada,43.8324559,-79.1280623,343-112-1830,,demo@wpmaps.com,,,
Grayco Air (899564 Ont. Inc.),G024,160 - 1895 Clements Road,Pickering,ON,L1W 3V5,Canada,43.825837,-79.0543589,343-112-1831,(905) 428-7420,demo@wpmaps.com,,,
Improvair Limited,I019,1605 Seguim Sq.,Pickering,ON,L1V 6T4,Canada,43.8360563,-79.1315425,343-112-1832,(905) 831-1982,demo@wpmaps.com,,,
Integracon Inc,I046,Unit 7 - 1730 McPherson Court,Pickering,ON,L1W 3E6,Canada,43.8223335,-79.0610629,343-112-1833,(905) 420-6962,demo@wpmaps.com,,,
Lundy Plumbing & Heating Ltd.,L092,Unit 14 - 1064 Salk Road,Pickering,ON,L1W 4B5,Canada,43.8364975,-79.0716553,343-112-1834,905-839-0092,demo@wpmaps.com,,,
Mapleridge Mechanical Cont. Ltd.,M032,Unit 5 - 939 Dillingham Rd.,Pickering,ON,L1W 1Z7,Canada,43.8284911,-79.0684332,343-112-1835,(905) 831-1628,demo@wpmaps.com,,,
Mechanical Air Services,M300,101 - 1400 The Esplanade,Pickering,ON,L1V 6V2,Canada,43.839069,-79.084031,343-112-1836,,demo@wpmaps.com,,,
MPH - Molinnus Plumbing and Heating,M219,952 Rambleberry Ave,Pickering,ON,L1V 5Y6,Canada,43.8283269,-79.1019917,343-112-1837,,demo@wpmaps.com,,,
Ontario Air Systems Limited,O031,Unit 204 - 1885 Clements Road,Pickering,ON,L1W 3V4,Canada,43.8255755,-79.0555614,343-112-1838,(905) 428-0655,demo@wpmaps.com,,,
Ontario Power Generation Inc.,O002P,10 Brock Rd. South (East Gate) - P.O.Box 160,Pickering,ON,L1V 2R5,Canada,43.831753,-79.066095,343-112-1839,(905) 837-7255,demo@wpmaps.com,,,
Pyramid Plumbing Ltd,P181,655 Dann Crescent,Pickering,ON,L1W 3T4,Canada,43.8002431,-79.1162189,343-112-1840,,demo@wpmaps.com,,,
RK Mechanical Inc.,R153,1213 Maple Ridge Drive,Pickering,ON,L1X 1A2,Canada,43.8455548,-79.0995261,343-112-1841,(416) 946-8681,demo@wpmaps.com,,,
Star HVAC System Inc.,S348,746 Craighurst Court,Pickering,ON,L1X 2W9,Canada,43.8465268,-79.125063,343-112-1842,,demo@wpmaps.com,,,
Twintech Heating & Cooling Inc.,T245,1945 Glenview Road,Pickering,ON,L1V 1W9,Canada,43.843811,-79.0851149,343-112-1843,,demo@wpmaps.com,,,
Twyn Rivers Mech.,T182,1051 Sherman Crescent,Pickering,ON,L1X 1P4,Canada,43.8463266,-79.1106827,343-112-1844,,demo@wpmaps.com,,,
W. Mitchell and Son Mech. Con.,M043,Unit 12 - 1730 McPherson Court,Pickering,ON,L1W 3E6,Canada,43.8223335,-79.0610629,343-112-1845,(905) 831-4673,demo@wpmaps.com,,,
Arctic Mechanical Technologies,A485,1635 Pickering parkway,Pickering ,ON,L1V 6W8,Canada,43.840144,-79.072301,343-112-1846,,demo@wpmaps.com,,,
1810828  Ontarion Inc.,G188,10711 Lakeshore Rd W,Port Colborne,ON,L3K 5V4,Canada,42.8788104,-79.2966713,343-112-1847,,demo@wpmaps.com,,,
Cameco Corporation,C089,1 Eldorado Place,Port Hope,ON,L1A 3A1,Canada,43.9427785,-78.2948589,343-112-1848,(905) 885-4958,demo@wpmaps.com,,,
Pritchard Mechanical Inc.,P065,2845 County Rd. # 28 RR2,Port Hope,ON,L1A 3V6,Canada,43.9825247,-78.2904432,343-112-1849,(905) 885-1108,demo@wpmaps.com,,,
Quality Plus Heating & Air Conditioning,Q057,1701 Scugog Line #3,Port Perry,ON,L9L 1B3,Canada,44.0606054,-78.9350848,343-112-1850,(905) 985-1602,demo@wpmaps.com,,,
Complete Comfort Heating and Cooling,C285,4061 Victoria Road South,Puslinch,ON,N0B 2J0,Canada,43.443687,-80.075093,343-112-1851,(905) 659-8849,demo@wpmaps.com,,,
